('38375e5428c052d172da731a4c854ead9ace7bea0036e3c2568a06a8cc68f8f2', (('0', '0.01'), ('1', 'b2add0cbd618593d503e50848e1cfc4bf32b80483f20070805d1dc8bf36010e5')))
('725ea25c706cf58da9f6c70d990ed59eb12facaa3751a68703dde2ef5e058676', (('1', '2'), ('1', 'ac35929a0ed1fbd64ef89beabe1cef552121dbccacb968358ca29f89cec09ae3')))
('725ea25c706cf58da9f6c70d990ed59eb12facaa3751a68703dde2ef5e058676', (('1', '2'), ('1', '47b8acb01b90f97cbe8b74519c9d27c8584f74a4bab440f58bea6d3873580938')))
('85d8c9dd08d5f37e6328af52c55d4f1c0e94a298957bf5cfbac6266b2ef15c72', (('103', '1e-08'), ('104', '649904ea8b9687cb42a56fd66d8e4bb20590420923fbb847bb6b5933b106df59')))
('bcbe10e738ac66c8a1734e01575312639a4b0e91cc06454d21d8741f5492f924', (('103', '1e-08'), ('104', 'b28c5053222b5dea42dff791890ed8907563da76cbab8e06e93ca22d250e747f')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'bb183d875a48838dd409e44999616da5638450e9a639c5a75b025f4efe077936')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '1300515b08b0f8c0910210cfe6bca7a480ded9599499630341deae0305878f27')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '89bd83b004a8054f3ee45ea3ef5388b1e64c306f2945a8950750f70ed5074628')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '399da134936ca6babce1acb2c06385648662b5b501469e1e5437e083bc0c1229')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '2b795866223e0c888568eef5cfa813eaec5e5e6aea769304e35631ee1a79a86b')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'ffee738c4ee80692f441498c838e208d5db1b2e1d01a082303d84bc6df3085bd')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '104aeb0c5457220c023561622d2791b0e350f5560cd015057045ab0749a8410e')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '1b3b5955a9f229eacaf9a24d36be6788320776854b0c57a96976d0b0edcb13d5')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'e6d1e306b4e7b7d9da079d1e1d3b6183ce7c9bf5ef5e58b27f0be51d69af9acd')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '290974bc578b272cdd22e05f0de0a9beba8e367ec46f4672dece3d45cb2b0edd')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '186ded3b9f526229fa0ebf1d7603ae9b186e92372e494e256e3514fb3c0c57e8')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '7c5fcf6a911b4c281327eb4885567c4cb563cebab47ef9aa8b259bb6bfc08703')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '7d5286e71736ebdf412a98ebea42732c85b4fa1b6022d44b2320a0e199cee98f')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '55dcba1c47b67910bf2ed13e3a5db61e53a4a37cdd7d61c5abdaf08842a7be70')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'e72c3217de2b9880ce0c9f7a43e22e33a981f1ae5fa80f6bf0c358c23adc1271')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'ff235bc2a321dcfe990449cea81ebb9094f66ba1141c677f5425e7cb8b77f6be')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '50baea239156c0b6724ebe3ee4e97ef3b0a79c03cf9eda6e50de701edf56630b')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '6398ea831f82250206b0d46b243ee7bef4c3b3dd2bb72c283defeea289fc4ba1')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', 'cb8e6a8a08f27f80ce75b8e4dce1c4df5e3f28efa0618548b15c0c745d2ce16d')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '93eefb8e1bafc5ea50979af33b82b750803774b0e8f7e1a509ef206ba8db3a8e')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '4a55c664b04be9e8418404bdea1f581e0cd8e11651f93f0327710fd8e5a62a0a')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '756556821d7547f114f9e184871131adf87772e19735333f974e63d25b2d765e')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '354ea0990d6b1e0c1b9dabd847378cdb1d8a1440a5f41d64829956769b56282f')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '06d1cc4b3ff4780cbe767223026065715bd81f6f396ab6e314cf2f4198fea835')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '695001f2a0aff87c6f2a16e00b1142405999778266374a432ab207d5f200477d')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '9df39ae5497e429b6c41c9c6fcb4952ffe8dc8cdb2267beebe3fd19fb7ce55bc')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'abf87846ab3185d9e76b566e2314fee78222d2ad73bd35fd466aea59f0c761db')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '42ec4eaacd3b9a4cea134125b7507962f23e45229c69e06e1e857ec40820ca14')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', 'ef57a59b4cb7e3a1d2d4016b01d5f5275af071d3853f12ae95daafb79f5d4ea5')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '82580de7666baa03b895fb7f91df93819fe88cf216a0a24ebb163ba1b7eddd0f')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'b9979f77af94c6b19a4848806067ce2feeb86642587fb89cd239f3093d52a10d')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '8a79d88fdf99cef778d82deda20b1832d188c687239d7ef8ec2db76b2b31d74e')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'c758bb0f994edd560e7f7d5feaa8efac2705bf3ab488685cdfaa82ef70c17ef1')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '20e056ac5174b1f3e0e07ed70764c16d4205170acc1453940464e781cf515a3c')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '370fcc4cc1686e4be86af715143469a377acd5a594d997d2c3f9e48a817c5323')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '58468f6adc925f45622a8e08e31456c3cab12c118313c087eceb98004a9c6692')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', 'de95b22d4bbf92e513cb57ab5e7c0948b6bb890f9776b395a102ba4323068e81')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'b04e4eb93371dd7aa1be3ec2b22eace646288cf7d0f444899f20a3b67ae6c5aa')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '6cd988230ff499be7776a705b14ef9db007fca790abc2339bf29c6fec6dd031d')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'f6ffba5c055c2ef524a5081dc52f984b2b8aed872a8eb2ca4be3551a96b0aae5')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '648e3138b0556000a9315ecd9449dfff1290a3c210d9c08fa4c5a66962428766')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('2', '689047e29a5724664eb481f698b61e4c6b52690c799fec8fd116f7bff2f2db7c')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '8c97be2d388905dc4db63976743ba5140fb59fb7e62ca7814b999a1ec3152d5f')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '3f8bc3116978861ab57880437d7dc80acc07155eaed00752c7aa05ef62f73ce2')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '26e650430c7fe58168abc2a338adf26b3d6e5cc74bf32213af4db15f56693402')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '6150d276731d1452a9eb9a7b1e9e89e869af2be9631bd66a48e9099bc3bd3c5a')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '3d49987e056ce5392477c47241ed748c1657ede637e90bfdfa1e0f70c5d0b6c5')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'fcbc5675161fae9c3f7d847ebce53fd85aca0c1a6fd45f74a9ab3f2b45d3e45a')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '23863d3d0f1346a89720b19e601c05e45448ca169c7d0d5f9d7986bf6b43bfe4')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '3d5ac17b8540223b6a2cd530a776d5e445317708982dbcfae99b31f5e91d6e36')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '7f57ec99aa1763130ffca8b00e7a1e2c776fe5a9c2a1e224a1a8483dca4465f9')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '09cfe6e95f783bada536be3b152c6bbd00ca7520dc556f4c312b5c45ae3d19f5')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '9f26911931ee343dccb97935d4fbc6ed3d0fa5c696810662c4ef0930705ccdec')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '79ede40ea4e316dc61a7f083da7c3e1385e922aa6f410c0fd3ea82d8983e92e8')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', 'ec7946ad75132939472ba3de254636d41ea42e972ca894f02f2d778482edac42')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '0e8457c57ab55be720cec0e1b6d64bddd72e12d93f2bbd88088f6531688d6b4a')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '7cc3f901406014d43a24182af4d38f5197b2f49fdf2cd3e1393be5c70a8485a4')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '2d67020501ffb3266f174635fba74766e0bac1ddd5b8432bff7bc6df2689b138')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '6d39f8468c6975a162b3fb1e8273d025003c3668bcbf9e4324add1c4e40a7603')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', 'a25d589dce8c604436fa5049f3ab3834216228cea80891dd4485831314f76670')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '373bf421b4510a36d7242ef2f8732fbc1f87635e523f05e3bd72afbeb46ab370')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '8cd24d3e150a673dbaa79ed9a915d56f7d1b4ddc6111fcfaa13337b96e4fcf66')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'bfd4488f898bbd97f90b5dcd66d394ef793671fc28c6ada19e1627754ed01152')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('1', '065bc815cf8c9ac78e4b8ba2fc05ec8130ef321f1e4a06e6ce00972cc15ed0ac')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'eca183469d66b0e693a15db3ad00bb61960da5ecef2aca3ac9a6fee09fd159b6')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'a73b5a89763e8f9628387ad4c5458887b0bd95bd3646314ad8d36f638c922de2')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', 'b8974948987d887efd3440178aabce3c64ca0c466b17edc3433e04552b5ae133')))
('f470dfe12d3775af891dfddc4d2d2d5c05dcf70bebc80aa5dba590f75934f0dd', (('0', '20'), ('0', '6b892bdb7df4d68c7deae766d9ebb380cf14e098f4c29aa614fb85690eb4434c')))
('63791812202f90d6828ec7201d9e19a0f39f2c2494e329ffd7a872e74c87d566', (('1', '0.0026'), ('0', '8035cef226e133258fc557044ed6349eb35cfc135f1ec6aff4be029d37bb9a64')))
('6e05af1318c770ba0493b3189e15f2e21046b0f0972b848d7e140bd86baa54d6', (('0', '4.831893'), ('1', '65483e25f7051f3e74e43b9d91c2fc578dad68d2723a70cf4e5ef47e46ce6ba8')))
('d8adad2739969cba6981d6fbf916d44a540e56f5424383d6a2cfa89dc7aeb56e', (('1', '0.4223'), ('0', '105259cf57d6cc8e46a1af2201eaeffe843ffc1969630ef6455454b8680adcb3')))
('1276e5b54d5f3d16b76b7ecdf6ae601c15b94cf2f6208ccd8cea774c0cdc858c', (('0', '2.939'), ('0', '6be625aadd059729097c035872a68b8c7049cde03055f76917d8bb3753a7040a')))
('1276e5b54d5f3d16b76b7ecdf6ae601c15b94cf2f6208ccd8cea774c0cdc858c', (('0', '2.939'), ('0', 'b61463073a2e2dfdd2b965dffaaf4ea7a0ff3d3c4c7dcac02e167f4294f04963')))
('1276e5b54d5f3d16b76b7ecdf6ae601c15b94cf2f6208ccd8cea774c0cdc858c', (('0', '2.939'), ('1', 'f44454d81fa0a318d83649263cce54adc746b2b79d6daf5807024c96ac8662f1')))
('47e8c3bcf0a59ef599985f884c57219dc110c161db8d7aac5fb10892d9f0e79e', (('1', '1'), ('1', 'e6b55555db8625b39cf5057dfc097788bb1a7df61674e4f4e0b8b1f0265e6525')))
('47e8c3bcf0a59ef599985f884c57219dc110c161db8d7aac5fb10892d9f0e79e', (('1', '1'), ('0', 'a8b2d5ea3e1cdd2159cdab6fd0230dcdee2f6902797e1d4ce4e58c8d2c622a35')))
('8036ff53e8dafa0e41b7cd7ea4cc6895f58dec5be0922bef2e09374f5bd208ac', (('0', '0.4'), ('0', '5b9aff4d5951d67b7cf5de1390ae2bf91b45515901b4f07a35124b91f5ff60a0')))
('8036ff53e8dafa0e41b7cd7ea4cc6895f58dec5be0922bef2e09374f5bd208ac', (('0', '0.4'), ('59', '854eb2487877a0d3b00230a9253b1840aec3daadc3b6ef4a032cfd9ab881cb88')))
('8036ff53e8dafa0e41b7cd7ea4cc6895f58dec5be0922bef2e09374f5bd208ac', (('0', '0.4'), ('46', '12ed5f1d6f1ceaa6f3a61c75c411e363a99ce05c211918bde18b39da6f7c9269')))
('8036ff53e8dafa0e41b7cd7ea4cc6895f58dec5be0922bef2e09374f5bd208ac', (('0', '0.4'), ('0', '4245df95b16dd2530f0cee399754a081a9618d1ee18f5134d13f1810ab0cbdf1')))
('8036ff53e8dafa0e41b7cd7ea4cc6895f58dec5be0922bef2e09374f5bd208ac', (('0', '0.4'), ('65', 'cf3b766c0610157bddbca78b56aa4da467758202234e0c575790ab2d3b9accb9')))
('44768173661304acbf161712b58e06b1776aa8266273db2e2977850b65013c84', (('0', '0.1'), ('1', 'ccbde9b02eeba81ccf4956b8609e435ca1d334a6d6f9ef11e26beeead06bb9f8')))
('b70dcda8d3c10b7eca72a46a49c5a15affeca62d791dcea20d7860443f3b080d', (('1', '0.02'), ('1', 'cbb96ab8c8d707fad4d4a473fca9d0082b0e400c33412e5cb7a211843227c9b3')))
('bb627a084f5f3ba61ae274f54626067d3b7cb67e9bd472ca335710a659111a17', (('1', '2'), ('1', 'b093349a3153a6dbbcadf52b70cd6fc4a9c716cbb886e90d6d4b496ace1c5f7a')))
('8d30a3b54818ee6c275d2125ecc73ede7471cfcc775a2c2845724125206fc2f5', (('0', '0.1'), ('0', '188722a74ba0d2efe9c9dd062781b1d8a1941ae89568e260d1b35f26dd4e1467')))
('8d30a3b54818ee6c275d2125ecc73ede7471cfcc775a2c2845724125206fc2f5', (('0', '0.1'), ('1', '666d498243530106ae254e93e914a0e905f4fc19059ae7cb454e6a42d327d5e9')))
('505a308309db2e0da5718363c24d9cf5919d91b847c0806abd1ca1ff9aeaedac', (('0', '0.0001744'), ('1', 'adf41cdd015e9ef921da69f4ce85d96f46a23db62a64234ce4256431f58aabca')))
('969b6a2e2460f93f35304e423efbd9ae8e3a6ccbca86ea00b8131111759d09cc', (('0', '0.19'), ('0', '43d0920f3dad00bdaa2c49d1a93de36198cf5d51ead5c39fadf9eb14587e8704')))
('969b6a2e2460f93f35304e423efbd9ae8e3a6ccbca86ea00b8131111759d09cc', (('0', '0.19'), ('2', '75a982333d08c595bebbe10a58f99e5fc853fe696c201def73436f195f18ca78')))
('8dee61b378baf4156162e697cd55a989dc7b1bc9220fd7f24b2f8ba927f23e12', (('1981', '6.375e-05'), ('0', 'e57ad294de19c3203e28e9e6554064d1870e98bfea98e5d86f4add2779ae65de')))
('3c3b233ec62a620ed34696ab79e67fad6719fab89ee921b95eb9203f56396171', (('1', '0.0183'), ('1', 'fd7528218c3834da7575fdd6ec7e1bb4e15d8c2d167b796f7be47425aab78f46')))
('f78cac317169e77d08dc222bfa7e039d370ec243cd09c234fedb71b82f979a3a', (('0', '0.0005'), ('19', '267ecd8973dca050f1685db6af6dd3b29afe91f88390934717a8e78f190e87c0')))
('f78cac317169e77d08dc222bfa7e039d370ec243cd09c234fedb71b82f979a3a', (('0', '0.0005'), ('17', '02449d56f042157c5ca66bbca0884829bd17a44f3fc6dec0210a08b0d73979dd')))
('f78cac317169e77d08dc222bfa7e039d370ec243cd09c234fedb71b82f979a3a', (('0', '0.0005'), ('24', 'dff21bd2198f7f382d33fba735d59d421746c3cbfc4334d3182feae095a97aaf')))
('f78cac317169e77d08dc222bfa7e039d370ec243cd09c234fedb71b82f979a3a', (('0', '0.0005'), ('19', 'ef7060898c1f14de909c39afde7b6e3611fa1eb1bc7366895f98dd8e7dd38a6b')))
('f78cac317169e77d08dc222bfa7e039d370ec243cd09c234fedb71b82f979a3a', (('0', '0.0005'), ('23', 'afa535d4b4e2345cf7fce38f94aa78a610200156c911a1bd891fb65ae6ad51a4')))
('f78cac317169e77d08dc222bfa7e039d370ec243cd09c234fedb71b82f979a3a', (('0', '0.0005'), ('621', '030439e9fedadf4c183b8872f43dc71326f1e1ff93b154979e7dbc18d582bbe2')))
('beeeb660c05e49d7abbdad45ebd6e094a52b968d11900d9ca527d07f10abd6a4', (('0', '0.204'), ('1', 'daf3ea4bddc25236de4625f505e40b1b555cd5e4d60ae49a5bce3eb9e164c696')))
('beeeb660c05e49d7abbdad45ebd6e094a52b968d11900d9ca527d07f10abd6a4', (('0', '0.204'), ('37', 'e58f975bb9b30c3c9e63bac3b94dcd0de4ac23f9b7a4b8a8a18af758d6767ec1')))
('8dc2326b6f80a843e98ae1fa4d15cf3122adf74fa93af78c61682de9cc4f7686', (('0', '0.0017'), ('1', '6be0fe5da69f79077a5f34a9d6427ae1e49425397303286b438e65c10f9cd80a')))
('2b0fc72aa24759fb6a18d7555ecbbea16b01bb39a4348ad8bcffbab21601bda2', (('0', '0.001'), ('1', 'a1f13a90ce7d343ae4d798c1d6c5e9c71cab559c00c6e2c4f87f42207000811c')))
('89d77f7a12f69c7313bfc22a8ab6a9ffa3eee4e8c8d8a005e681064f9da83d56', (('1', '0.025'), ('0', '89424cdebd5254a6efd0209b01ce7d653e11cfc01895d22cce14512e8b6c5358')))
('1a3cebf0fd5f946e68e77ff9d95f3bfb2bfbbbfe0bf726552f840e503f9f6643', (('0', '12.39'), ('0', '81a517c2d704dffb0c2a77d13d74f2fe48dba6b61426dedc349dff2b8b64eeb2')))
('68bd4ad796d135417a29875f5426d61808279e2c76363fb75aa538ab590256de', (('1', '0.16180344'), ('51', '7b67daf2fbe9fbf96450bf7a1abceae0dcb189a97a06c225205742cc9d99ca4b')))
('fccb90d35dfa5f9d361abcb23759dbbb84db0830594f2a870b9df9d2341a8a97', (('1', '1'), ('1', '9d8c399b46792f3fff0012b0bec6046f7fe2b59eb5c8ee7e6aba48437c6b8157')))
('0c2628daec2bae05236b568214f5c146d4bab9d50fdca0c80458ebb8f4e2b553', (('1', '0.5'), ('1', 'c847cd390c564f12370ac9e6da4c69f6858530d7e1f95f629a2406529c67fd5a')))
('94a1e18f594ba2a0fa576358f1248ecab47885e55fb981265fd3e9ff21e124e9', (('1', '7'), ('0', '6987a4fccb7a8b5523c71527164c556e5c4c48081cdc95da25eb6f743d374b2f')))
('9719d7ac919905dbb240d0a19927cdeda9af884f5754bff6a979d8cfbe7bea66', (('1', '17.2'), ('0', '5deb54e5a4eaf04cd4d8a166cc7dfeb013964a3378f857170692854500086162')))
('9719d7ac919905dbb240d0a19927cdeda9af884f5754bff6a979d8cfbe7bea66', (('1', '17.2'), ('0', 'a1081e84961f4eb290df84135658c8d8063abf4873d3c017cc3c54404846561b')))
('9719d7ac919905dbb240d0a19927cdeda9af884f5754bff6a979d8cfbe7bea66', (('1', '17.2'), ('1', '671eb17221411710c70efc29964492f1b481056c17437e016528de4100c28b1e')))
('0db4b17a1d96a6d41d325e10482566668f16626b07564f2d18d66dc19704f9f0', (('1', '1'), ('0', '598ddeb546e188be65ccb78bd6363edc059653013b3f0f9e8b284c4594a40ce7')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('416', 'b353f9f4dcbdc81e54a8738bca53a502e0ab976ef3ded84885cc172b9d00f395')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('371', '7f8b9f21b9b21862191d4a61565726bd2255e742c1203c8789e363a5186ec063')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('0', 'd87b8203c27ef9e3a5e646c6844a5e3bc9b06a598c4c1c16bae57a92ab6e44ed')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('0', '2b8c451260b9b9e20934ba7216f47e31478d9e21d584f48fa0c74b3084600fe7')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('341', '2b43a5a6a9640b0c96e495d6e97f754d52b9b2eda752c8bbc94f1ce72ec496de')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('1', 'be9c6959f2146afe88a9cfad107f8ab010598ae82f2ba704b7b4815615c6d431')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('2', '8319eb135455e40ae6bbc7c5b26ca9adc2ff270948e45915ab8171737063243d')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('223', '40232829db34989607e4fdf1d1d86e93aaeb736b7cf28f5a952e73e6a1b639d8')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('3', '24b66499ed63020113e4c8406d45c6f485a23ebd1b7aa79e9e5d89b16405d2de')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('15', 'b45e189db03fac73d311a280e41c8d86930732115e67eef1843decf41204ac43')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('479', '170da97f4f7b4c0d453de5c99376a67723fee4114e771e72752536aa6fae88cd')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('64', '57707f39cba5b421f0bdeb847a39d968d86365d24aaf767d3275a660674c7771')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('290', '9e68508b6108f7a624ca09f6fddc982fc2591174fc7418a1d833fb8e1e057778')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('268', '71f040cdbfae929e09682dbc3a7749e1267607f09fce7b5198c0949902a4cc3d')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('56', '771aeb36fb6b8490b78128ad9214779c4043e1ee1c37cc5a011c34b49c1001b8')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('126', '8507afc869d516980e1596511943bef65f4dfb6f51fa47a1bb3a66095b7f3a0f')))
('9f089b546693bc800b6329a82d59899b454d2c07f2fbd3ca1c14b45de7df5cad', (('0', '0.08131615'), ('12', '9046d3813d98e66df053d9c6e3d493b8fa309b342127963becdb47038e034ba8')))
